Rank,Profile,Ticker,Sector,Final_Score,Rule_Based_Score,ML_Probability,KMeans_Cluster,HDBSCAN_Cluster_ID,Is_Outlier,RET,VOL,BETA,PE,PB,ROE,ROA,REV_G,EPS_G,DY,Reason
25,Aggressive,MSB.VN,Banking,0.44229307828819076,0.2905305122070955,0.9556868789728956,0,1,0,0.2987012987012987,0.020046630538867,0.615,7.6745768,1.0251509,0.14335,0.01615,0.099,0.196,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
26,Aggressive,STB.VN,Banking,0.43933896805402084,0.3188462341786711,0.8645864165158043,3,9,0,0.6216216216216217,0.0222789882437298,0.959,13.7126755,2.229506,0.07754,0.0057200002,-0.275,-0.574,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive
27,Aggressive,PET.VN,Midcap,0.439050581529235,0.4004671519437458,0.8348943006744515,3,-1,1,0.3438734967259778,0.029222129533992,0.409,17.15263,2.1543696,0.15958,0.02191,0.526,0.971,1.03,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
28,Aggressive,VCG.VN,Construction,0.4374219085443474,0.36349237752987673,0.9319089770937348,3,-1,1,0.4012785924547486,0.0216027818656745,0.551,4.991839436,1.1861408,0.33854,0.0355,0.319,1.756,3.56,lưu ý: mã dị biệt theo HDBSCAN
29,Aggressive,DXG.VN,Real Estate,0.43695209742144897,0.3815063171840761,0.8795907015703828,3,-1,1,0.3041400989967509,0.0267534691992001,0.808,76.33388,1.1341723,0.03827,0.01505,0.462,-0.263,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
30,Aggressive,TPB.VN,Banking,0.4351283715914432,0.29276308551393254,0.9207768469267616,0,1,0,0.1714584022069438,0.0222481317541997,0.668,5.9307694,0.97564375,0.16904,0.01615,0.09,-0.012,6.03,điểm tổng hợp phù hợp hơn các mã còn lại
31,Aggressive,BSR.VN,Energy,0.42590200586016963,0.366379803799227,0.8777445728028429,3,-1,1,0.2112499748094352,0.027648296818571,0.589,11.709601,2.542857,0.14062999,0.039470002,0.444,0.1805,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
32,Aggressive,DBC.VN,Consumer,0.4255121327242267,0.32607914740507865,0.7890269181626867,3,10,0,0.1154593793542868,0.0221643481758674,1.095,6.455768,0.9915659,0.1751,0.06841,0.143,-0.264,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive
33,Aggressive,DPM.VN,Materials,0.403505502109286,0.28650153360556974,0.8118177143415487,3,10,0,0.1781509538782171,0.0202778928459491,0.36,16.666666,1.5378624,0.1116,0.0436,0.365,0.436,3.28,điểm tổng hợp phù hợp hơn các mã còn lại
34,Aggressive,CTD.VN,Construction,0.401872944262032,0.3721949335375366,0.7653459631430257,3,-1,1,0.1202645070315704,0.0251887719191873,0.858,10.384215,0.87560153,0.0924,0.01682,0.281,1.155,1.22,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
35,Aggressive,HHV.VN,Construction,0.4017436973292144,0.3257226528162508,0.8949513614313552,3,-1,1,0.1756409962028997,0.022003179583098,0.786,9.349885,0.52967644,0.05924,0.025829999,0.234,0.393,2.81,lưu ý: mã dị biệt theo HDBSCAN
36,Aggressive,HAH.VN,Logistics,0.3999113731203332,0.34193601774988924,0.842224642781643,1,-1,1,0.5807295097613412,0.0267055176261034,0.43,8.692689,2.0633388,0.29677,0.14130999,0.073,-0.039,1.4,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
37,Aggressive,GAS.VN,Energy,0.3936900134018507,0.30193380517670004,0.7293453991126427,1,5,0,0.169565246032991,0.0177682020129978,0.698,18.621975,3.177473,0.17497,0.09603,0.481,0.068,2.41,điểm tổng hợp phù hợp hơn các mã còn lại
38,Aggressive,KBC.VN,Real Estate,0.3909912319011217,0.2721410101139813,0.8019700992853395,3,10,0,0.2554744525547445,0.0244279246992217,1.038,18.939394,1.1891767,0.06577,0.02043,-0.569,-0.767,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive
39,Aggressive,MWG.VN,Retail,0.38566501002163706,0.32784496011763986,0.8246941517571568,3,-1,1,0.4814089260772629,0.020571817104407,0.449,14.285714,3.3057745,0.2525,0.06697,0.286,0.748,1.26,lưu ý: mã dị biệt theo HDBSCAN
40,Aggressive,BVH.VN,Insurance,0.37601527947562224,0.2568935629014022,0.7847591417785629,3,4,0,0.1755466445736297,0.0231792948849196,0.201,17.331022,2.1225724,0.12069,0.01544,0.054,0.189,1.46,điểm tổng hợp phù hợp hơn các mã còn lại
41,Aggressive,LPB.VN,Banking,0.37300885088194285,0.3076852374288471,0.8305167387269996,0,-1,1,0.4393881267431054,0.0215746621720011,0.725,14.226691,3.2124126,0.23426001,0.020669999,-0.025,-0.101,5.64,lưu ý: mã dị biệt theo HDBSCAN
42,Aggressive,ACB.VN,Banking,0.3727825194061759,0.21928423454415644,0.8771342209010657,0,1,0,0.133642205020082,0.0161070491537156,0.319,7.247091,1.1859698,0.17508,0.01692,0.127,0.175,4.39,điểm tổng hợp phù hợp hơn các mã còn lại
43,Aggressive,BMP.VN,Industrial,0.36035457194580284,0.31794919533212435,0.7511605408532632,1,-1,1,0.4300109317967056,0.0224672108808075,0.657,9.157509,3.5869005,0.3463736000000003,0.2155135976000003,0.054,0.059,10.608400000000008,lưu ý: mã dị biệt theo HDBSCAN
44,Aggressive,VCI.VN,Securities,0.30798723773152664,0.36134137843814657,0.2201930912992962,0,9,0,0.0639194008565022,0.0227031571122266,0.876,18.018017,1.5675726,0.09283,0.04563,0.69,-0.024,2.26,growth cao; rủi ro/biến động cao phù hợp khẩu vị aggressive
45,Aggressive,MSN.VN,Consumer,0.3026488677761799,0.35289699474073255,0.2224838858306684,3,4,0,0.0861581920903955,0.0209355049383975,0.78,23.310024,3.0108242,0.1731,0.03869,0.271,2.15,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
46,Aggressive,PNJ.VN,Retail,0.2940239029684009,0.35243047122932963,0.1892902924314807,1,5,0,0.0228182502783464,0.0212449964889569,0.544,9.98004,2.320336,0.27692,0.15341,0.79,1.167,2.04,growth cao
47,Aggressive,EIB.VN,Banking,0.293939751271508,0.19262786901720502,0.836400971837858,3,-1,1,0.1546666666666667,0.0254436508027534,-0.09976,53.475937,1.5079774,0.02865,0.0046564,-0.281,-0.591,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
48,Aggressive,GIL.VN,Textile,0.291497448683344,0.3652632897595205,0.1432525834067187,3,7,0,-0.3477218225419664,0.025376697296959,0.637,13.7126755,0.49466133,0.01754,0.00656,0.566,2.586,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive
49,Aggressive,DIG.VN,Midcap,0.2847954197862973,0.3381288957863942,0.1924207709432855,3,11,0,-0.0635751143713587,0.0293149500956468,0.957,13.210039,1.0860223,0.07079,0.028970001,-0.054,0.1805,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive
50,Aggressive,VDS.VN,Securities,0.28056147251412433,0.34531443973922643,0.1553654587866634,3,11,0,-0.098053536552867,0.0283973528460756,1.003,15.037594,1.1774755,0.08043,0.033239998,0.083,0.1805,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive
51,Aggressive,VIB.VN,Banking,0.2701967528145043,0.27831018513733297,0.3015184928734848,0,1,0,0.0708319959311818,0.0177450868318352,0.57,7.132668,1.1013271,0.16360001,0.01432,0.446,0.157,5.66,điểm tổng hợp phù hợp hơn các mã còn lại
52,Aggressive,HVN.VN,Aviation,0.2670988668581278,0.297875154056624,0.2343450360739639,3,4,0,-0.1335616438356164,0.0272692337674402,0.763,7.4906235,11.06790382,0.15097,0.08695,0.198,-0.8362799999999999,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive
53,Aggressive,HCM.VN,Securities,0.26300252131152424,0.31625634593911117,0.1664923166165858,3,9,0,-0.1993704379005995,0.0241506269123989,0.942,19.455254,2.1671154,0.10057,0.03504,0.351,-0.145,2.49,rủi ro/biến động cao phù hợp khẩu vị aggressive
54,Aggressive,DGW.VN,Retail,0.2587581264168831,0.32092295867612763,0.1364482213743753,3,7,0,-0.026478671590113,0.0246412457327064,0.327,14.306151,2.5385888,0.19156,0.05495,0.54,0.878,2.4,rủi ro/biến động cao phù hợp khẩu vị aggressive
55,Aggressive,GVR.VN,Materials,0.2573201757434785,0.3166313883274249,0.1427128156571243,3,10,0,-0.1154319939632806,0.0239681152682698,1.426,23.923445,2.5693464,0.09948,0.03659,-0.069,-0.702,1.1,rủi ro/biến động cao phù hợp khẩu vị aggressive
56,Aggressive,ASM.VN,Midcap,0.25596758833536526,0.32675428876756957,0.1089583447922662,3,8,0,-0.177225419592645,0.0204371119842378,0.648,21.834227,0.434259444,0.02665,0.02395,-0.09,4.333,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
57,Aggressive,BID.VN,Banking,0.23814872049584618,0.27013267087920634,0.1962234035216071,0,2,0,0.0428879177757983,0.0162964008701505,0.937,11.299435,1.7237077,0.18096,0.010039999,0.141,0.123,1.03,rủi ro/biến động cao phù hợp khẩu vị aggressive
58,Aggressive,ELC.VN,Technology,0.23665205010719773,0.30963656222679464,0.0796258261937659,3,10,0,-0.0166345969169657,0.0196960507041994,0.589,13.7126755,1.3866559,0.091730006,0.03983,0.862,-0.486,2.81,growth cao
59,Aggressive,NLG.VN,Real Estate,0.22945105849712358,0.284429390596076,0.1214019403194815,3,7,0,-0.1493231322188107,0.0263260838236888,0.836,20.201939,0.9621462,0.06429,0.02476,-0.009,-0.509,1.83,rủi ro/biến động cao phù hợp khẩu vị aggressive
60,Aggressive,NKG.VN,Materials,0.2292343782067427,0.2701388443961911,0.1605487485176357,3,8,0,0.023890784982935,0.023787045978346,0.923,38.461536,0.8022924,0.02019,0.0049,-0.203,-0.659,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive
61,Aggressive,FTS.VN,Securities,0.22884309505718836,0.29125556520942053,0.099856797642376,3,11,0,-0.1138394926209229,0.0237404427599565,0.716,22.172846,1.8015116,0.09175,0.033970002,0.213,0.015,2.12,điểm tổng hợp phù hợp hơn các mã còn lại
62,Aggressive,DCM.VN,Materials,0.2213140573120108,0.2847460163731316,0.0879673834032746,1,6,0,-0.0288722344952443,0.0204555889721782,0.247,10.7181,1.9076474,0.21162,0.08207,0.552,0.911,4.83,điểm tổng hợp phù hợp hơn các mã còn lại
63,Aggressive,GMD.VN,Logistics,0.22078352926937694,0.2806430081754394,0.0973336941862775,1,6,0,-0.0353992317450673,0.022688778512154,0.589,18.148819,2.86322,0.16347,0.055,0.183,0.1805,2.95,điểm tổng hợp phù hợp hơn các mã còn lại
64,Aggressive,PLX.VN,Energy,0.21761634747685077,0.32381960493771633,0.1637704960817973,3,-1,1,-0.0314987260906539,0.0184406830827889,1.093,49.750957,2.1482337,0.07374,0.01166,0.454,0.1805,2.79,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
65,Aggressive,VHC.VN,Seafood,0.2168196091331662,0.26232376346224634,0.132771898838375,1,6,0,-0.1762490291238402,0.0239806814493177,0.467,8.849558,1.373204,0.1619,0.07294,0.116,0.379,6.8,điểm tổng hợp phù hợp hơn các mã còn lại
66,Aggressive,KDH.VN,Real Estate,0.20580579910744462,0.25178365851423934,0.1182289525899084,1,10,0,-0.0142247346343472,0.0232208101410445,0.731,22.371252,1.3338215,0.08931,0.0367,-0.604,1.3,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
67,Aggressive,VNM.VN,Consumer,0.20038998357745583,0.2411847121026861,0.1262427404223022,1,5,0,0.0616401954500214,0.0163844055164813,0.393,13.400106,4.0184402,0.2768,0.13334,0.246,0.558,9.07,điểm tổng hợp phù hợp hơn các mã còn lại
68,Aggressive,IMP.VN,Pharma,0.19881185813443078,0.23185578984927763,0.1460512209597458,1,6,0,0.1024286965974659,0.0193584330975308,0.463,23.251432,3.0367444,0.15421,0.10163999,-0.081,0.102,1.07,điểm tổng hợp phù hợp hơn các mã còn lại
69,Aggressive,VCB.VN,Banking,0.1974026922481745,0.21021133198879963,0.2010190394240591,0,2,0,-0.0610578666104065,0.01506423413017,0.529,16.447369,2.4156535,0.16383,0.01543,0.132,0.087,0.866,điểm tổng hợp phù hợp hơn các mã còn lại
70,Aggressive,HSG.VN,Materials,0.1912661686189409,0.29117067225810284,0.1497867921530757,3,-1,1,-0.1147595790956365,0.0222505321158291,1.089,19.157087,0.85912985,0.04765,0.02177,0.061,-0.422,3.36,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
71,Aggressive,CMG.VN,Technology,0.18164650163899054,0.2397886683515127,0.0551777351717266,3,7,0,-0.2768762765880025,0.0226051397584824,0.379,14.947683,1.9900429,0.13036999,0.03731,0.234,0.159,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
72,Aggressive,MIG.VN,Insurance,0.17625618131059095,0.22410375357475504,0.0775342152330497,3,7,0,0.0882566002313378,0.0181791661805172,0.398,11.454754,1.3790565,0.12516,0.0241,0.032,0.003,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
73,Aggressive,FPT.VN,Technology,0.17457177894444276,0.18065574603738238,0.1924510268731004,1,5,0,-0.2550376181275305,0.0195563645051299,0.426,14.184397,3.5720334,0.2849,0.091400005,-0.223,0.137,2.61,điểm tổng hợp phù hợp hơn các mã còn lại
74,Aggressive,CSV.VN,Industrial,0.17166954904243115,0.22413906239100434,0.0590888214749125,1,6,0,-0.3852000230343405,0.0226255428903484,0.345,15.898251,1.7654365,0.13413,0.07664,0.302,-0.181,3.89,điểm tổng hợp phù hợp hơn các mã còn lại
75,Aggressive,IDI.VN,Midcap,0.16675342875324664,0.2110194686597329,0.0761592027657345,3,8,0,-0.1749696233292831,0.0232516974581435,0.06,11.148209,0.45814654,0.043959998,0.02414,-0.004,0.542,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
76,Aggressive,REE.VN,Utilities,0.1640083273896648,0.20171083921150784,0.0912429597664374,1,10,0,0.0696684211406044,0.0162970917113663,0.122,13.12336,1.378318,0.13587,0.049489997,0.195,0.168,1.63,điểm tổng hợp phù hợp hơn các mã còn lại
77,Aggressive,FRT.VN,Retail,0.1617389018413692,0.2498574132602204,0.1473548502368597,3,-1,1,-0.0116434689507494,0.0224580563349867,0.014,24.570024,5.0185494,0.29212,0.043080002,0.295,0.711,2.81,lưu ý: mã dị biệt theo HDBSCAN
78,Aggressive,SAB.VN,Consumer,0.15989930512963457,0.20494995793170223,0.0657373383097721,1,0,0,-0.0516897119149943,0.0152928993266467,0.362,13.140604,2.9103966,0.20154,0.09476,0.111,0.513,10.42,điểm tổng hợp phù hợp hơn các mã còn lại
79,Aggressive,PDR.VN,Real Estate,0.1577516383681461,0.2244219004184692,0.2026252323008706,3,-1,1,0.0121739474243867,0.0284382645371279,-0.02,26.385008,1.2807652,0.05085,0.0081,-0.62296,1.526,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
80,Aggressive,FMC.VN,Seafood,0.1527041955242792,0.18173624367110253,0.1019552998180298,1,7,0,-0.209181923745971,0.0183094591723037,0.443,6.317114,0.9683902,0.1555,0.048979998,-0.297,0.599,5.69,điểm tổng hợp phù hợp hơn các mã còn lại
81,Aggressive,BCM.VN,Real Estate,0.1485268930252207,0.18180560896786463,0.0850518669908619,3,10,0,-0.1313559802458148,0.0204904646805737,0.501,17.152658,2.5786805,0.15845999,0.024619998,-0.4,-0.23,2.02,điểm tổng hợp phù hợp hơn các mã còn lại
82,Aggressive,BWE.VN,Utilities,0.14258528745303278,0.1730024637532691,0.0859342513029776,3,10,0,0.0241725822063703,0.0152387972763647,-0.058,10.952903,1.5670379,0.18269,0.054190002,0.12,0.5,2.95,điểm tổng hợp phù hợp hơn các mã còn lại
83,Aggressive,DGC.VN,Materials,0.13868933770528666,0.15763391051270942,0.1133824013855603,1,0,0,-0.3889403636764981,0.0220530000529658,0.314,7.390983,1.1782672,0.18456,0.09072,-0.244,-0.495,6.25,điểm tổng hợp phù hợp hơn các mã còn lại
84,Aggressive,TCM.VN,Textile,0.13503591931477282,0.17039931410340836,0.0630255977695479,3,7,0,-0.3779021819415997,0.0187423740366779,0.364,11.061946,1.0486834,0.10875,0.04395,-0.001,-0.161,4.39,điểm tổng hợp phù hợp hơn các mã còn lại
85,Aggressive,DHG.VN,Pharma,0.13235781556699228,0.168409205671205,0.0578854863885952,1,0,0,0.0474387088432883,0.0117430394098232,0.329,14.224751,2.795642,0.20486,0.11326,0.003,0.186,5.26,điểm tổng hợp phù hợp hơn các mã còn lại
86,Aggressive,BMI.VN,Insurance,0.12951002646371473,0.1681978160335274,0.0470862209609823,3,7,0,-0.0336654353450456,0.0166956701419116,0.095,11.060508,0.73141134,0.085719995,0.022249999,0.02,-0.119,3.05,điểm tổng hợp phù hợp hơn các mã còn lại
87,Aggressive,TRA.VN,Pharma,0.12325129256663149,0.16593735945066074,0.0283805638046759,1,6,0,0.0082690409245247,0.0120320791108592,0.123,14.025245,2.108778,0.19500999,0.09994,0.14,0.443,5.06,điểm tổng hợp phù hợp hơn các mã còn lại
88,Aggressive,DBD.VN,Pharma,0.09371042305501223,0.12603016455088784,0.021957231477563,1,6,0,-0.1422473657310355,0.013331412455445,0.003,18.903591,2.610827,0.16407,0.08144,0.016,-0.019,3.98,điểm tổng hợp phù hợp hơn các mã còn lại
89,Aggressive,SSB.VN,Banking,0.06205871955291151,0.10429213666603271,0.1562168955467545,3,-1,1,0.0268656716417909,0.0176729891644183,0.007,15.174437,1.1662554,0.07811,0.00849,-0.569,-0.676,2.81,lưu ý: mã dị biệt theo HDBSCAN
1,Cân bằng,NT2.VN,Utilities,0.6155876304660406,0.5974950683388827,0.7893643305152909,1,6,0,0.248684876787723,0.0192524306582566,0.178,5.200208,1.3138819,0.28186,0.09724,0.522,4.779,3.04,chất lượng tốt; rủi ro vừa phải; định giá tương đối hợp lý
2,Cân bằng,SHB.VN,Banking,0.6075605867440586,0.5263441059082272,0.956478850433198,0,3,0,1.0868238581761482,0.0226856691389455,0.584,5.2083335,0.87103796,0.18304001,0.01416,0.094,0.066,3.2,định giá tương đối hợp lý
3,Cân bằng,ACB.VN,Banking,0.6031122820181141,0.5483267525612109,0.8771342209010657,0,1,0,0.133642205020082,0.0161070491537156,0.319,7.247091,1.1859698,0.17508,0.01692,0.127,0.175,4.39,rủi ro vừa phải; định giá tương đối hợp lý
4,Cân bằng,BMP.VN,Industrial,0.6028732956141805,0.6644045148583783,0.7511605408532632,1,-1,1,0.4300109317967056,0.0224672108808075,0.657,9.157509,3.5869005,0.3463736000000003,0.2155135976000003,0.054,0.059,10.608400000000008,chất lượng tốt; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
5,Cân bằng,HDB.VN,Banking,0.6006501472453998,0.5162239599569393,0.9571735011021696,0,3,0,0.444157572058522,0.0226980993606418,0.5,7.5277085,1.6105832,0.24431999,0.02078,0.103,0.188,2.81,chất lượng tốt; định giá tương đối hợp lý
6,Cân bằng,VCG.VN,Construction,0.6003351469738573,0.5962255752863195,0.9319089770937348,3,-1,1,0.4012785924547486,0.0216027818656745,0.551,4.991839436,1.1861408,0.33854,0.0355,0.319,1.756,3.56,chất lượng tốt; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
7,Cân bằng,MBB.VN,Banking,0.5958215948665601,0.5099039065750977,0.9555554410559668,0,3,0,0.5245861552569457,0.019003326612167,0.61,7.204611,1.4673853,0.20782,0.02053,0.168,0.144,1.21,chất lượng tốt; rủi ro vừa phải; định giá tương đối hợp lý
8,Cân bằng,CTG.VN,Banking,0.5928082576057392,0.5192837510969389,0.9172385273515278,0,3,0,0.3693052018413842,0.0179343354414771,0.741,7.122507,1.4482013,0.22364001,0.01421,0.416,0.646,0.89,chất lượng tốt; rủi ro vừa phải; định giá tương đối hợp lý
9,Cân bằng,TPB.VN,Banking,0.5792214970912393,0.4986104076564985,0.9207768469267616,0,1,0,0.1714584022069438,0.0222481317541997,0.668,5.9307694,0.97564375,0.16904,0.01615,0.09,-0.012,6.03,định giá tương đối hợp lý
10,Cân bằng,VHM.VN,Real Estate,0.5705136756659721,0.5632407619081737,0.904980569321002,2,-1,1,1.9375,0.0280356588276708,1.356,28.653296,2.5027304,0.26724002,0.05698,1.4892000000000083,7.715400000000003,2.81,return ổn; chất lượng tốt; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
11,Cân bằng,PAN.VN,Midcap,0.5700974418793563,0.5424672880180588,0.7614813610668607,1,6,0,0.1768695562953925,0.0220046043842235,0.626,6.016847,1.1464198,0.17608999,0.04083,-0.086,4.439,9.32,định giá tương đối hợp lý
12,Cân bằng,MSB.VN,Banking,0.5671293031424999,0.46886797628467997,0.9556868789728956,0,1,0,0.2987012987012987,0.020046630538867,0.615,7.6745768,1.0251509,0.14335,0.01615,0.099,0.196,2.81,rủi ro vừa phải; định giá tương đối hợp lý
13,Cân bằng,TCB.VN,Banking,0.5633727336363152,0.46464160373010244,0.9524944441009742,0,2,0,0.448046402424195,0.0201870092872197,0.914,8.787346,1.3439496,0.15788999,0.02467,0.211,0.118,2.17,rủi ro vừa phải; định giá tương đối hợp lý
14,Cân bằng,VPB.VN,Banking,0.5617606420469872,0.4547121347834531,0.9738485907942798,0,3,0,0.5394199082678464,0.0246532209885813,0.523,8.14996,1.2758288,0.15836,0.02261,0.347,0.591,1.85,định giá tương đối hợp lý
15,Cân bằng,HPG.VN,Materials,0.5561442167497969,0.46256040570662715,0.9294077310206316,0,9,0,0.1777777208137272,0.0190352456489414,0.973,9.803921,1.466654,0.16465001,0.058179997,0.406,1.689,1.88,rủi ro vừa phải; định giá tương đối hợp lý
16,Cân bằng,POW.VN,Energy,0.5453007037283348,0.45058810102653185,0.91955613203905,3,11,0,0.2693333849826409,0.020035017151258,0.714,12.594459,1.0843557,0.100480005,0.0306,0.512,1.448,2.81,rủi ro vừa phải; định giá tương đối hợp lý
17,Cân bằng,HAG.VN,Midcap,0.5367218163103382,0.5056262235007337,0.931133839439299,3,-1,1,0.4430894308943089,0.0257815225791926,0.327,6.127451,1.4869381,0.2375,0.05466,0.293,2.301,2.81,chất lượng tốt; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
18,Cân bằng,LPB.VN,Banking,0.5286466165881325,0.5300249027234037,0.8305167387269996,0,-1,1,0.4393881267431054,0.0215746621720011,0.725,14.226691,3.2124126,0.23426001,0.020669999,-0.025,-0.101,5.64,chất lượng tốt; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
19,Cân bằng,ANV.VN,Seafood,0.5261081792366107,0.5044153820284792,0.8920696472667009,1,-1,1,0.3869511030708148,0.0287963640538231,0.86,5.6369786,1.6094545,0.3196,0.14551,0.664,0.48,2.22,chất lượng tốt; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
20,Cân bằng,GAS.VN,Energy,0.5249504746241331,0.48944874977996067,0.7293453991126427,1,5,0,0.169565246032991,0.0177682020129978,0.698,18.621975,3.177473,0.17497,0.09603,0.481,0.068,2.41,rủi ro vừa phải; định giá tương đối hợp lý
21,Cân bằng,DPM.VN,Materials,0.5248414139922073,0.45983855058117157,0.8118177143415487,3,10,0,0.1781509538782171,0.0202778928459491,0.36,16.666666,1.5378624,0.1116,0.0436,0.365,0.436,3.28,rủi ro vừa phải; định giá tương đối hợp lý
22,Cân bằng,MWG.VN,Retail,0.5211682747087187,0.5214210525277566,0.8246941517571568,3,-1,1,0.4814089260772629,0.020571817104407,0.449,14.285714,3.3057745,0.2525,0.06697,0.286,0.748,1.26,chất lượng tốt; rủi ro vừa phải; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
23,Cân bằng,VIX.VN,Securities,0.5134519754041335,0.4842036897778915,0.8980375702384379,0,-1,1,1.4190140013268184,0.0322371052046584,1.471,6.802721,1.3546116,0.27235,0.20618,0.603,-0.63,2.81,return ổn; chất lượng tốt; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
24,Cân bằng,PVD.VN,Energy,0.5122150971132899,0.4186944845968431,0.8765158315819993,3,11,0,0.2406060695875214,0.0232617714218211,0.635,18.293636,1.059404,0.071729995,0.035520002,1.263,0.929,1.53,định giá tương đối hợp lý
25,Cân bằng,HAH.VN,Logistics,0.5105544777866466,0.4999975958446227,0.842224642781643,1,-1,1,0.5807295097613412,0.0267055176261034,0.43,8.692689,2.0633388,0.29677,0.14130999,0.073,-0.039,1.4,chất lượng tốt; định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
26,Cân bằng,DBC.VN,Consumer,0.5026913606992477,0.4363351873693944,0.7890269181626867,3,10,0,0.1154593793542868,0.0221643481758674,1.095,6.455768,0.9915659,0.1751,0.06841,0.143,-0.264,2.81,định giá tương đối hợp lý
27,Cân bằng,STB.VN,Banking,0.4882774390010177,0.3887583355315238,0.8645864165158043,3,9,0,0.6216216216216217,0.0222789882437298,0.959,13.7126755,2.229506,0.07754,0.0057200002,-0.275,-0.574,2.81,định giá tương đối hợp lý
28,Cân bằng,VNM.VN,Consumer,0.48785480704993966,0.651848745634806,0.1262427404223022,1,5,0,0.0616401954500214,0.0163844055164813,0.393,13.400106,4.0184402,0.2768,0.13334,0.246,0.558,9.07,chất lượng tốt; rủi ro vừa phải; định giá tương đối hợp lý
29,Cân bằng,BVH.VN,Insurance,0.48142862287996924,0.40748405347904076,0.7847591417785629,3,4,0,0.1755466445736297,0.0231792948849196,0.201,17.331022,2.1225724,0.12069,0.01544,0.054,0.189,1.46,định giá tương đối hợp lý
30,Cân bằng,SJS.VN,Midcap,0.4773870828448615,0.463806984981066,0.810888773432461,0,-1,1,1.179172464280397,0.029363369450056,0.365,34.72222,4.769309,0.14119,0.046409998,1.21,1.611,2.81,định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
31,Cân bằng,VRE.VN,Real Estate,0.4658928518392527,0.4284638762317837,0.8638725539080166,0,-1,1,0.8959537572254335,0.0266830342820469,0.927,10.842795,1.5409305,0.14773,0.04242,0.076,0.365,2.81,định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
32,Cân bằng,SSI.VN,Securities,0.46057511063725637,0.4121694767826689,0.8882259075575526,0,-1,1,0.2092338377699256,0.0240476618610594,1.169,13.157894,1.7615561,0.13479,0.05126,0.467,0.192,3.36,định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
33,Cân bằng,VND.VN,Securities,0.45596510591007794,0.392492558003512,0.9248812612304782,0,-1,1,0.6128136045330321,0.0274602437098891,1.06,11.389522,1.1907245,0.105179995,0.04456,0.406,0.426,3.06,định giá tương đối hợp lý; lưu ý: mã dị biệt theo HDBSCAN
34,Cân bằng,VIB.VN,Banking,0.45584659516244813,0.5435242456343956,0.3015184928734848,0,1,0,0.0708319959311818,0.0177450868318352,0.57,7.132668,1.1013271,0.16360001,0.01432,0.446,0.157,5.66,rủi ro vừa phải; định giá tương đối hợp lý
35,Cân bằng,SAB.VN,Consumer,0.45521033519840914,0.6268228580299516,0.0657373383097721,1,0,0,-0.0516897119149943,0.0152928993266467,0.362,13.140604,2.9103966,0.20154,0.09476,0.111,0.513,10.42,chất lượng tốt; rủi ro vừa phải; định giá tương đối hợp lý
