Rank,Query_Ticker,Recommended_Ticker,Query_Cluster,Recommended_Cluster,Same_Cluster,Distance,Similarity,Sector,PC1,PC2,PC3,RET,VOL,PE,ROE,DY,BETA,Is_Outlier
5,VCI.VN,VIB.VN,0,0,True,1.415499,0.413993,Banking,0.5728683806502743,-1.6985759955596464,0.7731817200732893,0.0708319959311818,0.0177450868318352,7.132668,0.16360001,5.66,0.57,0
1,VDS.VN,POW.VN,3,3,True,0.468439,0.680995,Energy,0.048722940418396,-0.264548554676226,-1.2329367637130026,0.2693333849826409,0.020035017151258,12.594459,0.100480005,2.81,0.714,0
2,VDS.VN,FTS.VN,3,3,True,0.474026,0.678414,Securities,-0.3694959816825652,-0.5232639269285664,-1.0766478291047088,-0.1138394926209229,0.0237404427599565,22.172846,0.09175,2.12,0.716,0
3,VDS.VN,DIG.VN,3,3,True,0.497298,0.66787,Midcap,0.2303511141175495,-0.5574543263791272,-1.6342646020022478,-0.0635751143713587,0.0293149500956468,13.210039,0.07079,2.81,0.957,0
4,VDS.VN,VSC.VN,3,3,True,0.616171,0.618747,Logistics,-0.7756894948204873,-0.1835175770937348,-1.6721250297129833,0.6307090446550514,0.0324981412910603,28.260214,0.081379995,2.43,0.42,1
5,VDS.VN,PVD.VN,3,3,True,0.644358,0.60814,Energy,-0.3274026719026874,-0.0336282986573404,-1.0637455386070729,0.2406060695875214,0.0232617714218211,18.293636,0.071729995,1.53,0.635,0
1,VIX.VN,LPB.VN,0,0,True,3.997332,0.200107,Banking,-0.3167351196932483,-1.352705408999751,1.8097390812205705,0.4393881267431054,0.0215746621720011,14.226691,0.23426001,5.64,0.725,1
2,VIX.VN,VCB.VN,0,0,True,4.275777,0.189546,Banking,-0.9401963633177788,-2.77721330936436,1.7945599778929904,-0.0610578666104065,0.01506423413017,16.447369,0.16383,0.866,0.529,0
3,VIX.VN,VRE.VN,0,0,True,4.328235,0.187679,Real Estate,-0.2514355076346181,-1.4147653281705646,1.4847513283086045,0.8959537572254335,0.0266830342820469,10.842795,0.14773,2.81,0.927,1
4,VIX.VN,HDB.VN,0,0,True,4.378027,0.185942,Banking,-0.4321998420011807,-3.715953535551429,2.157285719306726,0.444157572058522,0.0226980993606418,7.5277085,0.24431999,2.81,0.5,0
5,VIX.VN,CTG.VN,0,0,True,4.470213,0.182808,Banking,-0.6956412425765698,-3.861362809370724,2.1384053627687054,0.3693052018413842,0.0179343354414771,7.122507,0.22364001,0.89,0.741,0
1,VND.VN,SSI.VN,0,0,True,0.278231,0.782331,Securities,-1.1958723563094038,-2.075779537703797,0.9322904865263442,0.2092338377699256,0.0240476618610594,13.157894,0.13479,3.36,1.169,1
2,VND.VN,VCI.VN,0,0,True,0.908037,0.524099,Securities,-0.6398836818553962,-1.543519223348965,0.0598609225488672,0.0639194008565022,0.0227031571122266,18.018017,0.09283,2.26,0.876,0
3,VND.VN,HPG.VN,0,0,True,1.007354,0.498168,Materials,-1.0604594917035788,-1.179441604038712,0.0254656217977413,0.1777777208137272,0.0190352456489414,9.803921,0.16465001,1.88,0.973,0
4,VND.VN,BID.VN,0,0,True,1.242107,0.446009,Banking,-0.5061920008651106,-2.8167291669034777,1.2619981079916187,0.0428879177757983,0.0162964008701505,11.299435,0.18096,1.03,0.937,0
5,VND.VN,TCB.VN,0,0,True,1.269585,0.440609,Banking,-1.007911631777444,-2.866310045191616,1.535051609029934,0.448046402424195,0.0201870092872197,8.787346,0.15788999,2.17,0.914,0
1,BMI.VN,GIL.VN,3,3,True,0.652927,0.604987,Textile,1.4095970665214774,0.6582681265393302,-1.4977191030760544,-0.3477218225419664,0.025376697296959,13.7126755,0.01754,2.81,0.637,0
2,BMI.VN,MIG.VN,3,3,True,0.723932,0.580069,Insurance,1.0193422617213066,0.147272304202033,-1.4163816242548106,0.0882566002313378,0.0181791661805172,11.454754,0.12516,2.81,0.398,0
3,BMI.VN,TCM.VN,3,3,True,0.742943,0.573742,Textile,1.7152680701998562,0.3989334034370477,-1.206445873235633,-0.3779021819415997,0.0187423740366779,11.061946,0.10875,4.39,0.364,0
4,BMI.VN,NLG.VN,3,3,True,0.795652,0.556901,Real Estate,0.9564162716278372,-0.1595580826414922,-1.4925625412157997,-0.1493231322188107,0.0263260838236888,20.201939,0.06429,1.83,0.836,0
5,BMI.VN,CMG.VN,3,3,True,1.140595,0.46716,Technology,0.6545328067414706,0.67980899162376,-1.4378541447648523,-0.2768762765880025,0.0226051397584824,14.947683,0.13036999,2.81,0.379,0
1,BVH.VN,MSN.VN,3,3,True,0.808202,0.553036,Consumer,-1.0400360832761366,1.1882692248760989,-1.2693871403882515,0.0861581920903955,0.0209355049383975,23.310024,0.1731,2.81,0.78,0
2,BVH.VN,PLX.VN,3,3,True,0.934567,0.516911,Energy,-0.3374437855788064,0.5214616019652817,-2.280933831787616,-0.0314987260906539,0.0184406830827889,49.750957,0.07374,2.79,1.093,1
3,BVH.VN,CTD.VN,3,3,True,1.028186,0.493051,Construction,-0.3350199713332089,0.3681225904179055,-1.9130425396364044,0.1202645070315704,0.0251887719191873,10.384215,0.0924,1.22,0.858,1
4,BVH.VN,PET.VN,3,3,True,1.097754,0.4767,Midcap,-1.3929764500712911,0.6721669694383738,-2.460479485876907,0.3438734967259778,0.029222129533992,17.15263,0.15958,1.03,0.409,1
5,BVH.VN,HVN.VN,3,3,True,1.237817,0.446864,Aviation,-1.2486339563240592,2.070750022389298,-1.1589886486161507,-0.1335616438356164,0.0272692337674402,7.4906235,0.15097,2.81,0.763,0
1,MIG.VN,NLG.VN,3,3,True,0.322348,0.756231,Real Estate,0.9564162716278372,-0.1595580826414922,-1.4925625412157997,-0.1493231322188107,0.0263260838236888,20.201939,0.06429,1.83,0.836,0
2,MIG.VN,CMG.VN,3,3,True,0.645866,0.607583,Technology,0.6545328067414706,0.67980899162376,-1.4378541447648523,-0.2768762765880025,0.0226051397584824,14.947683,0.13036999,2.81,0.379,0
3,MIG.VN,GIL.VN,3,3,True,0.648098,0.60676,Textile,1.4095970665214774,0.6582681265393302,-1.4977191030760544,-0.3477218225419664,0.025376697296959,13.7126755,0.01754,2.81,0.637,0
4,MIG.VN,BMI.VN,3,3,True,0.723932,0.580069,Insurance,1.5629982589854747,0.1626759881760358,-1.8941668491606047,-0.0336654353450456,0.0166956701419116,11.060508,0.085719995,3.05,0.095,0
5,MIG.VN,TCM.VN,3,3,True,0.769233,0.565217,Textile,1.7152680701998562,0.3989334034370477,-1.206445873235633,-0.3779021819415997,0.0187423740366779,11.061946,0.10875,4.39,0.364,0
1,GMD.VN,DCM.VN,1,1,True,0.224637,0.816568,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
2,GMD.VN,NT2.VN,1,1,True,0.537573,0.650376,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
3,GMD.VN,VHC.VN,1,1,True,0.660395,0.602266,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
4,GMD.VN,IMP.VN,1,1,True,0.80243,0.554807,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
5,GMD.VN,KDH.VN,1,1,True,0.861174,0.537295,Real Estate,1.1757699499350878,0.4139059902873159,-0.0020459787234681,-0.0142247346343472,0.0232208101410445,22.371252,0.08931,2.81,0.731,0
1,HAH.VN,ANV.VN,1,1,True,0.504794,0.664543,Seafood,0.0190670696279474,0.8543005141235753,0.9410723983689372,0.3869511030708148,0.0287963640538231,5.6369786,0.3196,2.22,0.86,1
2,HAH.VN,FPT.VN,1,1,True,1.274058,0.439743,Technology,0.7058942619477204,1.5093960328413336,1.0960909023445122,-0.2550376181275305,0.0195563645051299,14.184397,0.2849,2.61,0.426,0
3,HAH.VN,GMD.VN,1,1,True,1.552608,0.391756,Logistics,1.273744340071224,0.9524107269626222,0.6628103028716904,-0.0353992317450673,0.022688778512154,18.148819,0.16347,2.95,0.589,0
4,HAH.VN,PNJ.VN,1,1,True,1.709861,0.369023,Retail,0.9490294739001224,1.8933783182351,1.3740654524546545,0.0228182502783464,0.0212449964889569,9.98004,0.27692,2.04,0.544,0
5,HAH.VN,DCM.VN,1,1,True,1.759469,0.362389,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
1,VSC.VN,VDS.VN,3,3,True,0.616171,0.618747,Securities,-0.2482333775603837,-0.4694284224400342,-1.531727628077095,-0.098053536552867,0.0283973528460756,15.037594,0.08043,2.81,1.003,0
2,VSC.VN,DXG.VN,3,3,True,0.641048,0.609367,Real Estate,-1.0348917626736815,-0.2441312238836552,-2.255291287031199,0.3041400989967509,0.0267534691992001,76.33388,0.03827,2.81,0.808,1
3,VSC.VN,CTD.VN,3,3,True,0.746015,0.572733,Construction,-0.3350199713332089,0.3681225904179055,-1.9130425396364044,0.1202645070315704,0.0251887719191873,10.384215,0.0924,1.22,0.858,1
4,VSC.VN,PVD.VN,3,3,True,0.770424,0.564836,Energy,-0.3274026719026874,-0.0336282986573404,-1.0637455386070729,0.2406060695875214,0.0232617714218211,18.293636,0.071729995,1.53,0.635,0
5,VSC.VN,FTS.VN,3,3,True,0.796878,0.556521,Securities,-0.3694959816825652,-0.5232639269285664,-1.0766478291047088,-0.1138394926209229,0.0237404427599565,22.172846,0.09175,2.12,0.716,0
1,CII.VN,PET.VN,3,3,True,1.928696,0.341449,Midcap,-1.3929764500712911,0.6721669694383738,-2.460479485876907,0.3438734967259778,0.029222129533992,17.15263,0.15958,1.03,0.409,1
2,CII.VN,DXG.VN,3,3,True,2.080755,0.324596,Real Estate,-1.0348917626736815,-0.2441312238836552,-2.255291287031199,0.3041400989967509,0.0267534691992001,76.33388,0.03827,2.81,0.808,1
3,CII.VN,SCR.VN,3,3,True,2.122998,0.320205,Midcap,-0.9762491630317174,-0.1181945264351663,-2.696219965892604,0.341549295774648,0.0268665445927491,26.246077,0.017144,2.81,0.726,1
4,CII.VN,VSC.VN,3,3,True,2.483814,0.287042,Logistics,-0.7756894948204873,-0.1835175770937348,-1.6721250297129833,0.6307090446550514,0.0324981412910603,28.260214,0.081379995,2.43,0.42,1
5,CII.VN,MSN.VN,3,3,True,2.813926,0.262197,Consumer,-1.0400360832761366,1.1882692248760989,-1.2693871403882515,0.0861581920903955,0.0209355049383975,23.310024,0.1731,2.81,0.78,0
1,CTD.VN,PLX.VN,3,3,True,0.398576,0.715013,Energy,-0.3374437855788064,0.5214616019652817,-2.280933831787616,-0.0314987260906539,0.0184406830827889,49.750957,0.07374,2.79,1.093,1
2,CTD.VN,VSC.VN,3,3,True,0.746015,0.572733,Logistics,-0.7756894948204873,-0.1835175770937348,-1.6721250297129833,0.6307090446550514,0.0324981412910603,28.260214,0.081379995,2.43,0.42,1
3,CTD.VN,VDS.VN,3,3,True,0.924351,0.519656,Securities,-0.2482333775603837,-0.4694284224400342,-1.531727628077095,-0.098053536552867,0.0283973528460756,15.037594,0.08043,2.81,1.003,0
4,CTD.VN,HSG.VN,3,3,True,0.932068,0.51758,Materials,-0.1730323642849626,-0.4778160764212283,-2.2692707077742527,-0.1147595790956365,0.0222505321158291,19.157087,0.04765,3.36,1.089,1
5,CTD.VN,PVD.VN,3,3,True,0.939557,0.515582,Energy,-0.3274026719026874,-0.0336282986573404,-1.0637455386070729,0.2406060695875214,0.0232617714218211,18.293636,0.071729995,1.53,0.635,0
1,HHV.VN,EIB.VN,3,3,True,0.854109,0.539343,Banking,-0.0863990328147885,-0.7974594326596467,-2.07847381086615,0.1546666666666667,0.0254436508027534,53.475937,0.02865,2.81,-0.09976,1
2,HHV.VN,VDS.VN,3,3,True,0.924599,0.519589,Securities,-0.2482333775603837,-0.4694284224400342,-1.531727628077095,-0.098053536552867,0.0283973528460756,15.037594,0.08043,2.81,1.003,0
3,HHV.VN,FTS.VN,3,3,True,0.97082,0.507403,Securities,-0.3694959816825652,-0.5232639269285664,-1.0766478291047088,-0.1138394926209229,0.0237404427599565,22.172846,0.09175,2.12,0.716,0
4,HHV.VN,KBC.VN,3,3,True,0.977871,0.505594,Real Estate,0.0584350335757305,-0.8044573575623373,-0.8121031442421157,0.2554744525547445,0.0244279246992217,18.939394,0.06577,2.81,1.038,0
5,HHV.VN,PDR.VN,3,3,True,0.991481,0.502139,Real Estate,0.6022434332081907,-1.1405326270346807,-1.8203372362113155,0.0121739474243867,0.0284382645371279,26.385008,0.05085,2.81,-0.02,1
1,VCG.VN,HAG.VN,3,3,True,0.793704,0.557506,Midcap,0.0754783450038156,-0.8170892467253151,0.2809366766738503,0.4430894308943089,0.0257815225791926,6.127451,0.2375,2.81,0.327,1
2,VCG.VN,BCM.VN,3,3,True,1.130855,0.469295,Real Estate,0.0902338927265107,-0.5616154797370847,-0.4325926339735323,-0.1313559802458148,0.0204904646805737,17.152658,0.15845999,2.02,0.501,0
3,VCG.VN,GVR.VN,3,3,True,1.140607,0.467157,Materials,0.4652858717629508,0.1874816389487817,-0.5085956977221633,-0.1154319939632806,0.0239681152682698,23.923445,0.09948,1.1,1.426,0
4,VCG.VN,BWE.VN,3,3,True,1.261826,0.442121,Utilities,0.9477733154200886,0.2168447765056616,-0.4918078077728923,0.0241725822063703,0.0152387972763647,10.952903,0.18269,2.95,-0.058,0
5,VCG.VN,BSR.VN,3,3,True,1.270776,0.440378,Energy,-0.0663812572639074,0.5482362527450164,-0.3806040697476178,0.2112499748094352,0.027648296818571,11.709601,0.14062999,2.81,0.589,1
1,BWE.VN,DPM.VN,3,3,True,0.319845,0.757665,Materials,0.9825825223148164,0.5074875566848287,-0.6207107990654299,0.1781509538782171,0.0202778928459491,16.666666,0.1116,3.28,0.36,0
2,BWE.VN,GVR.VN,3,3,True,0.483672,0.674004,Materials,0.4652858717629508,0.1874816389487817,-0.5085956977221633,-0.1154319939632806,0.0239681152682698,23.923445,0.09948,1.1,1.426,0
3,BWE.VN,ELC.VN,3,3,True,0.56055,0.6408,Technology,1.1409544596936996,0.7048891472065151,-0.6885578109939908,-0.0166345969169657,0.0196960507041994,13.7126755,0.091730006,2.81,0.589,0
4,BWE.VN,DBC.VN,3,3,True,0.755157,0.569749,Consumer,0.3125144170539017,-0.1329515053881547,-0.7024057554276693,0.1154593793542868,0.0221643481758674,6.455768,0.1751,2.81,1.095,0
5,BWE.VN,MIG.VN,3,3,True,0.929946,0.518149,Insurance,1.0193422617213066,0.147272304202033,-1.4163816242548106,0.0882566002313378,0.0181791661805172,11.454754,0.12516,2.81,0.398,0
1,NT2.VN,VHC.VN,1,1,True,0.208454,0.827504,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
2,NT2.VN,DCM.VN,1,1,True,0.334874,0.749134,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
3,NT2.VN,IMP.VN,1,1,True,0.43051,0.699051,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
4,NT2.VN,GMD.VN,1,1,True,0.537573,0.650376,Logistics,1.273744340071224,0.9524107269626222,0.6628103028716904,-0.0353992317450673,0.022688778512154,18.148819,0.16347,2.95,0.589,0
5,NT2.VN,PAN.VN,1,1,True,0.598541,0.62557,Midcap,1.517882014965387,1.4440597983084122,-0.0175478632189867,0.1768695562953925,0.0220046043842235,6.016847,0.17608999,9.32,0.626,0
1,REE.VN,KDH.VN,1,1,True,0.373885,0.727863,Real Estate,1.1757699499350878,0.4139059902873159,-0.0020459787234681,-0.0142247346343472,0.0232208101410445,22.371252,0.08931,2.81,0.731,0
2,REE.VN,GMD.VN,1,1,True,0.929666,0.518224,Logistics,1.273744340071224,0.9524107269626222,0.6628103028716904,-0.0353992317450673,0.022688778512154,18.148819,0.16347,2.95,0.589,0
3,REE.VN,DCM.VN,1,1,True,0.997222,0.500695,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
4,REE.VN,NT2.VN,1,1,True,1.174637,0.459847,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
5,REE.VN,PAN.VN,1,1,True,1.329701,0.42924,Midcap,1.517882014965387,1.4440597983084122,-0.0175478632189867,0.1768695562953925,0.0220046043842235,6.016847,0.17608999,9.32,0.626,0
1,GIL.VN,TCM.VN,3,3,True,0.495509,0.668669,Textile,1.7152680701998562,0.3989334034370477,-1.206445873235633,-0.3779021819415997,0.0187423740366779,11.061946,0.10875,4.39,0.364,0
2,GIL.VN,MIG.VN,3,3,True,0.648098,0.60676,Insurance,1.0193422617213066,0.147272304202033,-1.4163816242548106,0.0882566002313378,0.0181791661805172,11.454754,0.12516,2.81,0.398,0
3,GIL.VN,BMI.VN,3,3,True,0.652927,0.604987,Insurance,1.5629982589854747,0.1626759881760358,-1.8941668491606047,-0.0336654353450456,0.0166956701419116,11.060508,0.085719995,3.05,0.095,0
4,GIL.VN,CMG.VN,3,3,True,0.75774,0.568912,Technology,0.6545328067414706,0.67980899162376,-1.4378541447648523,-0.2768762765880025,0.0226051397584824,14.947683,0.13036999,2.81,0.379,0
5,GIL.VN,ELC.VN,3,3,True,0.853864,0.539414,Technology,1.1409544596936996,0.7048891472065151,-0.6885578109939908,-0.0166345969169657,0.0196960507041994,13.7126755,0.091730006,2.81,0.589,0
1,TCM.VN,GIL.VN,3,3,True,0.495509,0.668669,Textile,1.4095970665214774,0.6582681265393302,-1.4977191030760544,-0.3477218225419664,0.025376697296959,13.7126755,0.01754,2.81,0.637,0
2,TCM.VN,BMI.VN,3,3,True,0.742943,0.573742,Insurance,1.5629982589854747,0.1626759881760358,-1.8941668491606047,-0.0336654353450456,0.0166956701419116,11.060508,0.085719995,3.05,0.095,0
3,TCM.VN,MIG.VN,3,3,True,0.769233,0.565217,Insurance,1.0193422617213066,0.147272304202033,-1.4163816242548106,0.0882566002313378,0.0181791661805172,11.454754,0.12516,2.81,0.398,0
4,TCM.VN,ELC.VN,3,3,True,0.831657,0.545954,Technology,1.1409544596936996,0.7048891472065151,-0.6885578109939908,-0.0166345969169657,0.0196960507041994,13.7126755,0.091730006,2.81,0.589,0
5,TCM.VN,DPM.VN,3,3,True,0.944297,0.514325,Materials,0.9825825223148164,0.5074875566848287,-0.6207107990654299,0.1781509538782171,0.0202778928459491,16.666666,0.1116,3.28,0.36,0
1,DHG.VN,SAB.VN,1,1,True,0.518382,0.658596,Consumer,2.992738195242844,2.3806607422514032,2.4180139581765943,-0.0516897119149943,0.0152928993266467,13.140604,0.20154,10.42,0.362,0
2,DHG.VN,DGC.VN,1,1,True,0.986888,0.5033,Materials,3.458501353417288,2.034308240671208,2.4869322657719057,-0.3889403636764981,0.0220530000529658,7.390983,0.18456,6.25,0.314,0
3,DHG.VN,VNM.VN,1,1,True,1.309846,0.432929,Consumer,1.6636387669691306,2.4172776033941266,2.3325880121079043,0.0616401954500214,0.0163844055164813,13.400106,0.2768,9.07,0.393,0
4,DHG.VN,GAS.VN,1,1,True,1.883192,0.346838,Energy,1.2661347469459754,2.259306006829578,1.8616767823368847,0.169565246032991,0.0177682020129978,18.621975,0.17497,2.41,0.698,0
5,DHG.VN,TRA.VN,1,1,True,2.331573,0.300159,Pharma,2.0295127631028107,1.8184321748498509,0.7606643337811277,0.0082690409245247,0.0120320791108592,14.025245,0.19500999,5.06,0.123,0
1,DBD.VN,CSV.VN,1,1,True,0.384776,0.722138,Industrial,2.256642715302001,1.3544090717664483,0.1302095015728195,-0.3852000230343405,0.0226255428903484,15.898251,0.13413,3.89,0.345,0
2,DBD.VN,TRA.VN,1,1,True,0.703413,0.587057,Pharma,2.0295127631028107,1.8184321748498509,0.7606643337811277,0.0082690409245247,0.0120320791108592,14.025245,0.19500999,5.06,0.123,0
3,DBD.VN,IMP.VN,1,1,True,0.823228,0.548478,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
4,DBD.VN,VHC.VN,1,1,True,0.828308,0.546954,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
5,DBD.VN,NT2.VN,1,1,True,0.841858,0.54293,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
1,IMP.VN,VHC.VN,1,1,True,0.354427,0.73832,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
2,IMP.VN,TRA.VN,1,1,True,0.355017,0.737998,Pharma,2.0295127631028107,1.8184321748498509,0.7606643337811277,0.0082690409245247,0.0120320791108592,14.025245,0.19500999,5.06,0.123,0
3,IMP.VN,NT2.VN,1,1,True,0.43051,0.699051,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
4,IMP.VN,DCM.VN,1,1,True,0.642334,0.60889,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
5,IMP.VN,PAN.VN,1,1,True,0.793787,0.55748,Midcap,1.517882014965387,1.4440597983084122,-0.0175478632189867,0.1768695562953925,0.0220046043842235,6.016847,0.17608999,9.32,0.626,0
1,TRA.VN,IMP.VN,1,1,True,0.355017,0.737998,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
2,TRA.VN,VHC.VN,1,1,True,0.630686,0.613239,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
3,TRA.VN,DBD.VN,1,1,True,0.703413,0.587057,Pharma,2.512676342307594,1.458039148940459,0.3980907506032778,-0.1422473657310355,0.013331412455445,18.903591,0.16407,3.98,0.003,0
4,TRA.VN,NT2.VN,1,1,True,0.727005,0.579037,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
5,TRA.VN,CSV.VN,1,1,True,0.815094,0.550936,Industrial,2.256642715302001,1.3544090717664483,0.1302095015728195,-0.3852000230343405,0.0226255428903484,15.898251,0.13413,3.89,0.345,0
1,ANV.VN,HAH.VN,1,1,True,0.504794,0.664543,Logistics,-0.0701034342595121,0.5219061062473204,1.3103687615735176,0.5807295097613412,0.0267055176261034,8.692689,0.29677,1.4,0.43,1
2,ANV.VN,FPT.VN,1,1,True,0.961724,0.509756,Technology,0.7058942619477204,1.5093960328413336,1.0960909023445122,-0.2550376181275305,0.0195563645051299,14.184397,0.2849,2.61,0.426,0
3,ANV.VN,GMD.VN,1,1,True,1.288903,0.436891,Logistics,1.273744340071224,0.9524107269626222,0.6628103028716904,-0.0353992317450673,0.022688778512154,18.148819,0.16347,2.95,0.589,0
4,ANV.VN,PNJ.VN,1,1,True,1.460136,0.406482,Retail,0.9490294739001224,1.8933783182351,1.3740654524546545,0.0228182502783464,0.0212449964889569,9.98004,0.27692,2.04,0.544,0
5,ANV.VN,DCM.VN,1,1,True,1.464325,0.405791,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
1,FMC.VN,CSV.VN,1,1,True,1.040433,0.490092,Industrial,2.256642715302001,1.3544090717664483,0.1302095015728195,-0.3852000230343405,0.0226255428903484,15.898251,0.13413,3.89,0.345,0
2,FMC.VN,PAN.VN,1,1,True,1.108946,0.474171,Midcap,1.517882014965387,1.4440597983084122,-0.0175478632189867,0.1768695562953925,0.0220046043842235,6.016847,0.17608999,9.32,0.626,0
3,FMC.VN,KDH.VN,1,1,True,1.270102,0.440509,Real Estate,1.1757699499350878,0.4139059902873159,-0.0020459787234681,-0.0142247346343472,0.0232208101410445,22.371252,0.08931,2.81,0.731,0
4,FMC.VN,NT2.VN,1,1,True,1.371386,0.421694,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
5,FMC.VN,VHC.VN,1,1,True,1.373716,0.42128,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
1,VHC.VN,NT2.VN,1,1,True,0.208454,0.827504,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
2,VHC.VN,IMP.VN,1,1,True,0.354427,0.73832,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
3,VHC.VN,DCM.VN,1,1,True,0.444221,0.692415,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
4,VHC.VN,PAN.VN,1,1,True,0.474311,0.678283,Midcap,1.517882014965387,1.4440597983084122,-0.0175478632189867,0.1768695562953925,0.0220046043842235,6.016847,0.17608999,9.32,0.626,0
5,VHC.VN,TRA.VN,1,1,True,0.630686,0.613239,Pharma,2.0295127631028107,1.8184321748498509,0.7606643337811277,0.0082690409245247,0.0120320791108592,14.025245,0.19500999,5.06,0.123,0
1,BMP.VN,DHG.VN,1,1,True,3.74092,0.21093,Pharma,2.8616509878919376,2.787587322283391,2.711181211856626,0.0474387088432883,0.0117430394098232,14.224751,0.20486,5.26,0.329,0
2,BMP.VN,SAB.VN,1,1,True,4.223987,0.191425,Consumer,2.992738195242844,2.3806607422514032,2.4180139581765943,-0.0516897119149943,0.0152928993266467,13.140604,0.20154,10.42,0.362,0
3,BMP.VN,VNM.VN,1,1,True,4.304386,0.188523,Consumer,1.6636387669691306,2.4172776033941266,2.3325880121079043,0.0616401954500214,0.0163844055164813,13.400106,0.2768,9.07,0.393,0
4,BMP.VN,DGC.VN,1,1,True,4.461681,0.183094,Materials,3.458501353417288,2.034308240671208,2.4869322657719057,-0.3889403636764981,0.0220530000529658,7.390983,0.18456,6.25,0.314,0
5,BMP.VN,GAS.VN,1,1,True,4.857479,0.170722,Energy,1.2661347469459754,2.259306006829578,1.8616767823368847,0.169565246032991,0.0177682020129978,18.621975,0.17497,2.41,0.698,0
1,CSV.VN,DBD.VN,1,1,True,0.384776,0.722138,Pharma,2.512676342307594,1.458039148940459,0.3980907506032778,-0.1422473657310355,0.013331412455445,18.903591,0.16407,3.98,0.003,0
2,CSV.VN,VHC.VN,1,1,True,0.644309,0.608158,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
3,CSV.VN,NT2.VN,1,1,True,0.672694,0.597838,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
4,CSV.VN,PAN.VN,1,1,True,0.758707,0.568599,Midcap,1.517882014965387,1.4440597983084122,-0.0175478632189867,0.1768695562953925,0.0220046043842235,6.016847,0.17608999,9.32,0.626,0
